,benchmark,model,AUC,precision @ rank,anomaly.rate,time
336,skin_benchmark_0085.csv,KNN,0.7238,0.2945,0.20316666666666666,0.051
337,skin_benchmark_0085.csv,LOF,0.4656,0.1075,0.20316666666666666,0.084
338,skin_benchmark_0085.csv,PCA,0.7561,0.3134,0.20316666666666666,0.014
339,skin_benchmark_0085.csv,LODA,0.7351,0.1871,0.20316666666666666,0.145
340,skin_benchmark_0086.csv,KNN,0.7391,0.283,0.2055,0.09
341,skin_benchmark_0086.csv,LOF,0.3992,0.0779,0.2055,0.1315
342,skin_benchmark_0086.csv,PCA,0.7348,0.3204,0.2055,0.015
343,skin_benchmark_0086.csv,LODA,0.7456,0.3204,0.2055,0.122
344,skin_benchmark_0087.csv,KNN,0.6325,0.2305,0.20533333333333334,0.106
345,skin_benchmark_0087.csv,LOF,0.4434,0.1631,0.20533333333333334,0.126
346,skin_benchmark_0087.csv,PCA,0.6109,0.4083,0.20533333333333334,0.025
347,skin_benchmark_0087.csv,LODA,0.6917,0.3726,0.20533333333333334,0.1529
348,skin_benchmark_0088.csv,KNN,0.6676,0.296,0.21,0.083
349,skin_benchmark_0088.csv,LOF,0.4584,0.1762,0.21,0.148
350,skin_benchmark_0088.csv,PCA,0.6812,0.4706,0.21,0.015
351,skin_benchmark_0088.csv,LODA,0.6737,0.45,0.21,0.1389
352,skin_benchmark_0089.csv,KNN,0.7154,0.2802,0.2135,0.085
353,skin_benchmark_0089.csv,LOF,0.4383,0.1194,0.2135,0.166
354,skin_benchmark_0089.csv,PCA,0.777,0.3661,0.2135,0.013
355,skin_benchmark_0089.csv,LODA,0.7836,0.3443,0.2135,0.127
356,skin_benchmark_0090.csv,KNN,0.7444,0.2862,0.20733333333333334,0.088
357,skin_benchmark_0090.csv,LOF,0.3959,0.0924,0.20733333333333334,0.102
358,skin_benchmark_0090.csv,PCA,0.7272,0.3328,0.20733333333333334,0.011
359,skin_benchmark_0090.csv,LODA,0.7253,0.3063,0.20733333333333334,0.126
360,skin_benchmark_0091.csv,KNN,0.7402,0.2985,0.19933333333333333,0.1978
361,skin_benchmark_0091.csv,LOF,0.3945,0.0836,0.19933333333333333,0.266
362,skin_benchmark_0091.csv,PCA,0.6755,0.2433,0.19933333333333333,0.013
363,skin_benchmark_0091.csv,LODA,0.6469,0.2291,0.19933333333333333,0.131
364,skin_benchmark_0092.csv,KNN,0.7392,0.3422,0.21333333333333335,0.15
365,skin_benchmark_0092.csv,LOF,0.4319,0.1562,0.21333333333333335,0.241
366,skin_benchmark_0092.csv,PCA,0.6768,0.2938,0.21333333333333335,0.014
367,skin_benchmark_0092.csv,LODA,0.7147,0.3289,0.21333333333333335,0.133
368,skin_benchmark_0093.csv,KNN,0.7089,0.281,0.1975,0.203
369,skin_benchmark_0093.csv,LOF,0.434,0.103,0.1975,0.263
370,skin_benchmark_0093.csv,PCA,0.6756,0.2464,0.1975,0.014
371,skin_benchmark_0093.csv,LODA,0.7226,0.2937,0.1975,0.109
372,skin_benchmark_0094.csv,KNN,0.6962,0.2872,0.2025,0.142
373,skin_benchmark_0094.csv,LOF,0.3808,0.107,0.2025,0.23
374,skin_benchmark_0094.csv,PCA,0.6393,0.3119,0.2025,0.013
375,skin_benchmark_0094.csv,LODA,0.6747,0.3193,0.2025,0.116
376,skin_benchmark_0095.csv,KNN,0.7269,0.3267,0.20866666666666667,0.182
377,skin_benchmark_0095.csv,LOF,0.4266,0.1222,0.20866666666666667,0.265
378,skin_benchmark_0095.csv,PCA,0.6662,0.2676,0.20866666666666667,0.013
379,skin_benchmark_0095.csv,LODA,0.643,0.2628,0.20866666666666667,0.134
380,skin_benchmark_0096.csv,KNN,0.7043,0.3587,0.2105,0.7708
381,skin_benchmark_0096.csv,LOF,0.5359,0.2177,0.2105,1.1131
382,skin_benchmark_0096.csv,PCA,0.6378,0.2747,0.2105,0.022
383,skin_benchmark_0096.csv,LODA,0.6157,0.2644,0.2105,0.105
384,skin_benchmark_0097.csv,KNN,0.7282,0.3623,0.207,0.8111
385,skin_benchmark_0097.csv,LOF,0.5484,0.2271,0.207,1.0891
386,skin_benchmark_0097.csv,PCA,0.6321,0.2456,0.207,0.02
387,skin_benchmark_0097.csv,LODA,0.6602,0.2657,0.207,0.113
388,skin_benchmark_0098.csv,KNN,0.7223,0.3641,0.20783333333333334,0.8421
389,skin_benchmark_0098.csv,LOF,0.5268,0.2133,0.20783333333333334,1.1336
390,skin_benchmark_0098.csv,PCA,0.6326,0.2662,0.20783333333333334,0.021
391,skin_benchmark_0098.csv,LODA,0.6079,0.2277,0.20783333333333334,0.123
392,skin_benchmark_0099.csv,KNN,0.7165,0.3674,0.2105,0.7331
393,skin_benchmark_0099.csv,LOF,0.5358,0.2344,0.2105,0.9541
394,skin_benchmark_0099.csv,PCA,0.6664,0.3025,0.2105,0.026
395,skin_benchmark_0099.csv,LODA,0.52,0.1789,0.2105,0.128
396,skin_benchmark_0100.csv,KNN,0.723,0.3697,0.21366666666666667,0.8311
397,skin_benchmark_0100.csv,LOF,0.516,0.2044,0.21366666666666667,1.1251
398,skin_benchmark_0100.csv,PCA,0.638,0.2863,0.21366666666666667,0.033
399,skin_benchmark_0100.csv,LODA,0.6917,0.3401,0.21366666666666667,0.098
400,skin_benchmark_0101.csv,KNN,0.7189,0.2486,0.20716666666666667,0.053
401,skin_benchmark_0101.csv,LOF,0.4173,0.1183,0.20716666666666667,0.073
402,skin_benchmark_0101.csv,PCA,0.4443,0.0426,0.20716666666666667,0.01
403,skin_benchmark_0101.csv,LODA,0.4079,0.0346,0.20716666666666667,0.105
404,skin_benchmark_0102.csv,KNN,0.7262,0.2403,0.19766666666666666,0.056
405,skin_benchmark_0102.csv,LOF,0.4276,0.1206,0.19766666666666666,0.083
406,skin_benchmark_0102.csv,PCA,0.4651,0.0413,0.19766666666666666,0.014
407,skin_benchmark_0102.csv,LODA,0.5335,0.0722,0.19766666666666666,0.143
408,skin_benchmark_0103.csv,KNN,0.7307,0.2616,0.2045,0.059
409,skin_benchmark_0103.csv,LOF,0.4283,0.1337,0.2045,0.068
410,skin_benchmark_0103.csv,PCA,0.4474,0.0416,0.2045,0.011
411,skin_benchmark_0103.csv,LODA,0.4539,0.0593,0.2045,0.142
412,skin_benchmark_0104.csv,KNN,0.7206,0.225,0.203,0.045
413,skin_benchmark_0104.csv,LOF,0.4331,0.1034,0.203,0.068
414,skin_benchmark_0104.csv,PCA,0.4668,0.0394,0.203,0.011
415,skin_benchmark_0104.csv,LODA,0.4781,0.0557,0.203,0.128
416,skin_benchmark_0105.csv,KNN,0.7186,0.2407,0.2105,0.05
417,skin_benchmark_0105.csv,LOF,0.4422,0.1069,0.2105,0.084
418,skin_benchmark_0105.csv,PCA,0.4174,0.0388,0.2105,0.014
419,skin_benchmark_0105.csv,LODA,0.3987,0.0312,0.2105,0.144
420,skin_benchmark_0106.csv,KNN,0.7111,0.2436,0.21483333333333332,0.091
421,skin_benchmark_0106.csv,LOF,0.4182,0.0846,0.21483333333333332,0.113
422,skin_benchmark_0106.csv,PCA,0.4349,0.0985,0.21483333333333332,0.013
423,skin_benchmark_0106.csv,LODA,0.3331,0.0636,0.21483333333333332,0.143
424,skin_benchmark_0107.csv,KNN,0.7087,0.229,0.20666666666666667,0.069
425,skin_benchmark_0107.csv,LOF,0.4014,0.0766,0.20666666666666667,0.1165
426,skin_benchmark_0107.csv,PCA,0.4233,0.0556,0.20666666666666667,0.013
427,skin_benchmark_0107.csv,LODA,0.4651,0.1104,0.20666666666666667,0.126
428,skin_benchmark_0108.csv,KNN,0.6982,0.2224,0.21283333333333335,0.073
429,skin_benchmark_0108.csv,LOF,0.4086,0.0877,0.21283333333333335,0.12
430,skin_benchmark_0108.csv,PCA,0.434,0.0955,0.21283333333333335,0.013
431,skin_benchmark_0108.csv,LODA,0.4605,0.1135,0.21283333333333335,0.145
432,skin_benchmark_0109.csv,KNN,0.6972,0.208,0.21316666666666667,0.071
433,skin_benchmark_0109.csv,LOF,0.4145,0.1016,0.21316666666666667,0.14
434,skin_benchmark_0109.csv,PCA,0.4331,0.097,0.21316666666666667,0.019
435,skin_benchmark_0109.csv,LODA,0.5043,0.1267,0.21316666666666667,0.1258
436,skin_benchmark_0110.csv,KNN,0.7145,0.2192,0.2,0.095
437,skin_benchmark_0110.csv,LOF,0.4101,0.0917,0.2,0.131
438,skin_benchmark_0110.csv,PCA,0.4335,0.0683,0.2,0.025
439,skin_benchmark_0110.csv,LODA,0.4547,0.0617,0.2,0.123
440,skin_benchmark_0111.csv,KNN,0.6526,0.2524,0.208,0.146
441,skin_benchmark_0111.csv,LOF,0.4138,0.1042,0.208,0.265
442,skin_benchmark_0111.csv,PCA,0.4346,0.0865,0.208,0.014
443,skin_benchmark_0111.csv,LODA,0.4014,0.0954,0.208,0.147
444,skin_benchmark_0112.csv,KNN,0.6853,0.2635,0.20616666666666666,0.177
445,skin_benchmark_0112.csv,LOF,0.3775,0.0881,0.20616666666666666,0.237
446,skin_benchmark_0112.csv,PCA,0.4275,0.0849,0.20616666666666666,0.017
447,skin_benchmark_0112.csv,LODA,0.4822,0.1075,0.20616666666666666,0.126
448,skin_benchmark_0113.csv,KNN,0.6559,0.248,0.211,0.163
449,skin_benchmark_0113.csv,LOF,0.3927,0.1058,0.211,0.2666
450,skin_benchmark_0113.csv,PCA,0.4508,0.1043,0.211,0.014
451,skin_benchmark_0113.csv,LODA,0.5132,0.1145,0.211,0.139
452,skin_benchmark_0114.csv,KNN,0.651,0.2461,0.2045,0.182
453,skin_benchmark_0114.csv,LOF,0.4039,0.1084,0.2045,0.276
454,skin_benchmark_0114.csv,PCA,0.4218,0.0945,0.2045,0.016
455,skin_benchmark_0114.csv,LODA,0.4318,0.1385,0.2045,0.15
456,skin_benchmark_0115.csv,KNN,0.66,0.2635,0.20933333333333334,0.169
457,skin_benchmark_0115.csv,LOF,0.3913,0.0995,0.20933333333333334,0.288
458,skin_benchmark_0115.csv,PCA,0.4479,0.0908,0.20933333333333334,0.018
459,skin_benchmark_0115.csv,LODA,0.5106,0.1935,0.20933333333333334,0.098
460,skin_benchmark_0116.csv,KNN,0.6087,0.2286,0.20266666666666666,0.7111
461,skin_benchmark_0116.csv,LOF,0.5701,0.1941,0.20266666666666666,1.1071
462,skin_benchmark_0116.csv,PCA,0.4409,0.1127,0.20266666666666666,0.022
463,skin_benchmark_0116.csv,LODA,0.422,0.1324,0.20266666666666666,0.1055
464,skin_benchmark_0117.csv,KNN,0.6172,0.2557,0.21183333333333335,0.7621
465,skin_benchmark_0117.csv,LOF,0.5492,0.1928,0.21183333333333335,1.0576
466,skin_benchmark_0117.csv,PCA,0.4379,0.1149,0.21183333333333335,0.022
467,skin_benchmark_0117.csv,LODA,0.4547,0.1715,0.21183333333333335,0.139
468,skin_benchmark_0118.csv,KNN,0.6253,0.274,0.2135,0.8116
469,skin_benchmark_0118.csv,LOF,0.5656,0.2123,0.2135,1.1261
470,skin_benchmark_0118.csv,PCA,0.4317,0.1272,0.2135,0.023
471,skin_benchmark_0118.csv,LODA,0.4517,0.1514,0.2135,0.127
472,skin_benchmark_0119.csv,KNN,0.6185,0.2399,0.2015,0.7871
473,skin_benchmark_0119.csv,LOF,0.5558,0.1944,0.2015,1.0071
474,skin_benchmark_0119.csv,PCA,0.438,0.1092,0.2015,0.03
475,skin_benchmark_0119.csv,LODA,0.5,0.1588,0.2015,0.109
476,skin_benchmark_0120.csv,KNN,0.6245,0.2675,0.20933333333333334,0.7061
477,skin_benchmark_0120.csv,LOF,0.5817,0.2277,0.20933333333333334,1.2301
478,skin_benchmark_0120.csv,PCA,0.4461,0.1441,0.20933333333333334,0.03
479,skin_benchmark_0120.csv,LODA,0.4612,0.1791,0.20933333333333334,0.096
480,skin_benchmark_0121.csv,KNN,0.5327,0.0678,0.2115,0.042
481,skin_benchmark_0121.csv,LOF,0.4016,0.0741,0.2115,0.102
482,skin_benchmark_0121.csv,PCA,0.2723,0.0197,0.2115,0.016
483,skin_benchmark_0121.csv,LODA,0.3171,0.0189,0.2115,0.132
484,skin_benchmark_0122.csv,KNN,0.5373,0.0892,0.20916666666666667,0.047
485,skin_benchmark_0122.csv,LOF,0.4013,0.0932,0.20916666666666667,0.07
486,skin_benchmark_0122.csv,PCA,0.2725,0.0311,0.20916666666666667,0.011
487,skin_benchmark_0122.csv,LODA,0.3129,0.0384,0.20916666666666667,0.106
488,skin_benchmark_0123.csv,KNN,0.5353,0.0714,0.21,0.051
489,skin_benchmark_0123.csv,LOF,0.4088,0.1017,0.21,0.092
490,skin_benchmark_0123.csv,PCA,0.2778,0.0333,0.21,0.013
491,skin_benchmark_0123.csv,LODA,0.3105,0.0429,0.21,0.113
492,skin_benchmark_0124.csv,KNN,0.5214,0.0803,0.21166666666666667,0.044
493,skin_benchmark_0124.csv,LOF,0.4209,0.1031,0.21166666666666667,0.11
494,skin_benchmark_0124.csv,PCA,0.2717,0.0252,0.21166666666666667,0.018
495,skin_benchmark_0124.csv,LODA,0.3236,0.0307,0.21166666666666667,0.125
496,skin_benchmark_0125.csv,KNN,0.5418,0.0761,0.21033333333333334,0.041
497,skin_benchmark_0125.csv,LOF,0.3857,0.0737,0.21033333333333334,0.072
498,skin_benchmark_0125.csv,PCA,0.2653,0.0269,0.21033333333333334,0.011
499,skin_benchmark_0125.csv,LODA,0.3054,0.0341,0.21033333333333334,0.117
500,skin_benchmark_0126.csv,KNN,0.5421,0.0631,0.20066666666666666,0.083
501,skin_benchmark_0126.csv,LOF,0.3436,0.0349,0.20066666666666666,0.142
502,skin_benchmark_0126.csv,PCA,0.3442,0.0399,0.20066666666666666,0.019
503,skin_benchmark_0126.csv,LODA,0.4787,0.0972,0.20066666666666666,0.1305
504,skin_benchmark_0127.csv,KNN,0.5347,0.0647,0.206,0.077
505,skin_benchmark_0127.csv,LOF,0.377,0.0591,0.206,0.127
506,skin_benchmark_0127.csv,PCA,0.3159,0.0453,0.206,0.014
507,skin_benchmark_0127.csv,LODA,0.4162,0.1052,0.206,0.1175
508,skin_benchmark_0128.csv,KNN,0.5235,0.0548,0.207,0.06
509,skin_benchmark_0128.csv,LOF,0.3669,0.0475,0.207,0.104
510,skin_benchmark_0128.csv,PCA,0.3157,0.0395,0.207,0.013
511,skin_benchmark_0128.csv,LODA,0.2642,0.0169,0.207,0.149
512,skin_benchmark_0129.csv,KNN,0.5328,0.0753,0.2035,0.093
513,skin_benchmark_0129.csv,LOF,0.3658,0.0688,0.2035,0.126
514,skin_benchmark_0129.csv,PCA,0.3213,0.0541,0.2035,0.014
515,skin_benchmark_0129.csv,LODA,0.4224,0.1032,0.2035,0.147
516,skin_benchmark_0130.csv,KNN,0.5135,0.0616,0.21116666666666667,0.065
517,skin_benchmark_0130.csv,LOF,0.3565,0.0521,0.21116666666666667,0.126
518,skin_benchmark_0130.csv,PCA,0.3322,0.0434,0.21116666666666667,0.016
519,skin_benchmark_0130.csv,LODA,0.3166,0.0229,0.21116666666666667,0.16
520,skin_benchmark_0131.csv,KNN,0.5089,0.1095,0.21166666666666667,0.198
521,skin_benchmark_0131.csv,LOF,0.3667,0.0724,0.21166666666666667,0.31
522,skin_benchmark_0131.csv,PCA,0.3598,0.0693,0.21166666666666667,0.015
523,skin_benchmark_0131.csv,LODA,0.4308,0.111,0.21166666666666667,0.121
524,skin_benchmark_0132.csv,KNN,0.5022,0.1229,0.20066666666666666,0.174
525,skin_benchmark_0132.csv,LOF,0.3468,0.0623,0.20066666666666666,0.268
526,skin_benchmark_0132.csv,PCA,0.3708,0.0731,0.20066666666666666,0.012
527,skin_benchmark_0132.csv,LODA,0.3576,0.0814,0.20066666666666666,0.117
528,skin_benchmark_0133.csv,KNN,0.4938,0.1238,0.21533333333333332,0.226
529,skin_benchmark_0133.csv,LOF,0.347,0.072,0.21533333333333332,0.281
530,skin_benchmark_0133.csv,PCA,0.3578,0.0619,0.21533333333333332,0.016
531,skin_benchmark_0133.csv,LODA,0.3508,0.0557,0.21533333333333332,0.112
532,skin_benchmark_0134.csv,KNN,0.5079,0.1303,0.21366666666666667,0.184
533,skin_benchmark_0134.csv,LOF,0.3779,0.0881,0.21366666666666667,0.237
534,skin_benchmark_0134.csv,PCA,0.3545,0.0718,0.21366666666666667,0.015
535,skin_benchmark_0134.csv,LODA,0.3653,0.0866,0.21366666666666667,0.117
536,skin_benchmark_0135.csv,KNN,0.5019,0.1097,0.20666666666666667,0.173
537,skin_benchmark_0135.csv,LOF,0.3394,0.0645,0.20666666666666667,0.352
538,skin_benchmark_0135.csv,PCA,0.3553,0.0581,0.20666666666666667,0.017
539,skin_benchmark_0135.csv,LODA,0.3674,0.0774,0.20666666666666667,0.123
540,skin_benchmark_0136.csv,KNN,0.503,0.1718,0.2095,0.9351
541,skin_benchmark_0136.csv,LOF,0.4524,0.1368,0.2095,1.3657
542,skin_benchmark_0136.csv,PCA,0.3914,0.0963,0.2095,0.024
543,skin_benchmark_0136.csv,LODA,0.4375,0.1368,0.2095,0.102
544,skin_benchmark_0137.csv,KNN,0.5129,0.1987,0.213,1.0781
545,skin_benchmark_0137.csv,LOF,0.4639,0.1557,0.213,1.3901
546,skin_benchmark_0137.csv,PCA,0.3984,0.1213,0.213,0.02
547,skin_benchmark_0137.csv,LODA,0.3554,0.0915,0.213,0.12
548,skin_benchmark_0138.csv,KNN,0.5094,0.182,0.21516666666666667,0.7841
549,skin_benchmark_0138.csv,LOF,0.4653,0.1487,0.21516666666666667,1.3421
550,skin_benchmark_0138.csv,PCA,0.4028,0.1193,0.21516666666666667,0.031
551,skin_benchmark_0138.csv,LODA,0.4383,0.1433,0.21516666666666667,0.11
552,skin_benchmark_0139.csv,KNN,0.5159,0.1839,0.20666666666666667,0.9001
553,skin_benchmark_0139.csv,LOF,0.477,0.154,0.20666666666666667,1.2981
554,skin_benchmark_0139.csv,PCA,0.4017,0.0992,0.20666666666666667,0.027
555,skin_benchmark_0139.csv,LODA,0.4462,0.1315,0.20666666666666667,0.133
556,skin_benchmark_0140.csv,KNN,0.5131,0.179,0.20016666666666666,0.9231
557,skin_benchmark_0140.csv,LOF,0.4626,0.1274,0.20016666666666666,1.2512
558,skin_benchmark_0140.csv,PCA,0.3989,0.1024,0.20016666666666666,0.021
559,skin_benchmark_0140.csv,LODA,0.4628,0.1657,0.20016666666666666,0.098
560,skin_benchmark_0141.csv,KNN,0.4927,0.0916,0.21116666666666667,0.055
561,skin_benchmark_0141.csv,LOF,0.4654,0.1381,0.21116666666666667,0.092
562,skin_benchmark_0141.csv,PCA,0.5941,0.3039,0.21116666666666667,0.012
563,skin_benchmark_0141.csv,LODA,0.6773,0.1951,0.21116666666666667,0.147
564,skin_benchmark_0142.csv,KNN,0.4633,0.0845,0.20516666666666666,0.053
565,skin_benchmark_0142.csv,LOF,0.4706,0.1495,0.20516666666666666,0.095
566,skin_benchmark_0142.csv,PCA,0.6008,0.3268,0.20516666666666666,0.013
567,skin_benchmark_0142.csv,LODA,0.5871,0.1657,0.20516666666666666,0.145
568,skin_benchmark_0143.csv,KNN,0.4544,0.0851,0.20766666666666667,0.065
569,skin_benchmark_0143.csv,LOF,0.4672,0.1661,0.20766666666666667,0.091
570,skin_benchmark_0143.csv,PCA,0.5946,0.3082,0.20766666666666667,0.013
571,skin_benchmark_0143.csv,LODA,0.6714,0.1753,0.20766666666666667,0.155
572,skin_benchmark_0144.csv,KNN,0.4879,0.1028,0.2125,0.049
573,skin_benchmark_0144.csv,LOF,0.4652,0.1443,0.2125,0.073
574,skin_benchmark_0144.csv,PCA,0.7321,0.4211,0.2125,0.011
575,skin_benchmark_0144.csv,LODA,0.7367,0.4403,0.2125,0.139
576,skin_benchmark_0145.csv,KNN,0.4705,0.0868,0.21516666666666667,0.052
577,skin_benchmark_0145.csv,LOF,0.4743,0.1647,0.21516666666666667,0.091
578,skin_benchmark_0145.csv,PCA,0.6312,0.2942,0.21516666666666667,0.013
579,skin_benchmark_0145.csv,LODA,0.6442,0.2039,0.21516666666666667,0.122
580,skin_benchmark_0146.csv,KNN,0.5076,0.0866,0.21566666666666667,0.092
581,skin_benchmark_0146.csv,LOF,0.4028,0.085,0.21566666666666667,0.144
582,skin_benchmark_0146.csv,PCA,0.627,0.2573,0.21566666666666667,0.022
583,skin_benchmark_0146.csv,LODA,0.5949,0.2233,0.21566666666666667,0.127
584,skin_benchmark_0147.csv,KNN,0.4889,0.0741,0.20683333333333334,0.062
585,skin_benchmark_0147.csv,LOF,0.4155,0.0999,0.20683333333333334,0.118
586,skin_benchmark_0147.csv,PCA,0.6127,0.2425,0.20683333333333334,0.02
587,skin_benchmark_0147.csv,LODA,0.5544,0.1958,0.20683333333333334,0.142
588,skin_benchmark_0148.csv,KNN,0.4634,0.0808,0.21033333333333334,0.064
589,skin_benchmark_0148.csv,LOF,0.4208,0.1355,0.21033333333333334,0.105
590,skin_benchmark_0148.csv,PCA,0.5878,0.3162,0.21033333333333334,0.013
591,skin_benchmark_0148.csv,LODA,0.6173,0.3082,0.21033333333333334,0.137
592,skin_benchmark_0149.csv,KNN,0.5083,0.0778,0.19716666666666666,0.063
593,skin_benchmark_0149.csv,LOF,0.4172,0.0879,0.19716666666666666,0.106
594,skin_benchmark_0149.csv,PCA,0.614,0.1978,0.19716666666666666,0.012
595,skin_benchmark_0149.csv,LODA,0.6793,0.1877,0.19716666666666666,0.14
596,skin_benchmark_0150.csv,KNN,0.5061,0.1003,0.20933333333333334,0.103
597,skin_benchmark_0150.csv,LOF,0.4044,0.0852,0.20933333333333334,0.128
598,skin_benchmark_0150.csv,PCA,0.6222,0.2277,0.20933333333333334,0.015
599,skin_benchmark_0150.csv,LODA,0.5965,0.2174,0.20933333333333334,0.142
600,skin_benchmark_0151.csv,KNN,0.4869,0.1297,0.21466666666666667,0.178
601,skin_benchmark_0151.csv,LOF,0.3789,0.0839,0.21466666666666667,0.2755
602,skin_benchmark_0151.csv,PCA,0.6712,0.3137,0.21466666666666667,0.013
603,skin_benchmark_0151.csv,LODA,0.6096,0.2446,0.21466666666666667,0.118
604,skin_benchmark_0152.csv,KNN,0.4959,0.1519,0.21833333333333332,0.181
605,skin_benchmark_0152.csv,LOF,0.3868,0.113,0.21833333333333332,0.273
606,skin_benchmark_0152.csv,PCA,0.5936,0.2664,0.21833333333333332,0.015
607,skin_benchmark_0152.csv,LODA,0.5971,0.2389,0.21833333333333332,0.1403
608,skin_benchmark_0153.csv,KNN,0.5122,0.1718,0.22016666666666668,0.1655
609,skin_benchmark_0153.csv,LOF,0.3866,0.1234,0.22016666666666668,0.334
610,skin_benchmark_0153.csv,PCA,0.5859,0.3543,0.22016666666666668,0.021
611,skin_benchmark_0153.csv,LODA,0.5814,0.3051,0.22016666666666668,0.139
612,skin_benchmark_0154.csv,KNN,0.5192,0.107,0.204,0.217
613,skin_benchmark_0154.csv,LOF,0.3766,0.067,0.204,0.325
614,skin_benchmark_0154.csv,PCA,0.6088,0.2337,0.204,0.015
615,skin_benchmark_0154.csv,LODA,0.5766,0.1953,0.204,0.128
616,skin_benchmark_0155.csv,KNN,0.5087,0.1211,0.20366666666666666,0.184
617,skin_benchmark_0155.csv,LOF,0.3636,0.072,0.20366666666666666,0.314
618,skin_benchmark_0155.csv,PCA,0.6004,0.2741,0.20366666666666666,0.013
619,skin_benchmark_0155.csv,LODA,0.623,0.257,0.20366666666666666,0.111
620,skin_benchmark_0156.csv,KNN,0.604,0.2452,0.1985,0.9262
621,skin_benchmark_0156.csv,LOF,0.4914,0.1453,0.1985,1.2367
622,skin_benchmark_0156.csv,PCA,0.592,0.2401,0.1985,0.039
623,skin_benchmark_0156.csv,LODA,0.604,0.2385,0.1985,0.127
624,skin_benchmark_0157.csv,KNN,0.5669,0.2231,0.21666666666666667,0.7931
625,skin_benchmark_0157.csv,LOF,0.4821,0.1692,0.21666666666666667,1.1342
626,skin_benchmark_0157.csv,PCA,0.6169,0.2746,0.21666666666666667,0.035
627,skin_benchmark_0157.csv,LODA,0.5464,0.2123,0.21666666666666667,0.114
628,skin_benchmark_0158.csv,KNN,0.6011,0.2446,0.20166666666666666,0.8071
629,skin_benchmark_0158.csv,LOF,0.5163,0.1727,0.20166666666666666,1.1139
630,skin_benchmark_0158.csv,PCA,0.5795,0.2471,0.20166666666666666,0.022
631,skin_benchmark_0158.csv,LODA,0.6022,0.2421,0.20166666666666666,0.111
632,skin_benchmark_0159.csv,KNN,0.5929,0.2622,0.20916666666666667,0.8641
633,skin_benchmark_0159.csv,LOF,0.5341,0.1944,0.20916666666666667,1.1541
634,skin_benchmark_0159.csv,PCA,0.5857,0.2932,0.20916666666666667,0.02
635,skin_benchmark_0159.csv,LODA,0.5814,0.2629,0.20916666666666667,0.106
636,skin_benchmark_0160.csv,KNN,0.5878,0.2486,0.20983333333333334,0.7361
637,skin_benchmark_0160.csv,LOF,0.5195,0.1835,0.20983333333333334,1.1381
638,skin_benchmark_0160.csv,PCA,0.5574,0.2295,0.20983333333333334,0.025
639,skin_benchmark_0160.csv,LODA,0.5946,0.2431,0.20983333333333334,0.11
640,skin_benchmark_0161.csv,KNN,0.5341,0.0909,0.21083333333333334,0.046
641,skin_benchmark_0161.csv,LOF,0.4038,0.102,0.21083333333333334,0.072
642,skin_benchmark_0161.csv,PCA,0.2865,0.0253,0.21083333333333334,0.011
643,skin_benchmark_0161.csv,LODA,0.3327,0.0363,0.21083333333333334,0.152
644,skin_benchmark_0162.csv,KNN,0.5375,0.0689,0.2055,0.042
645,skin_benchmark_0162.csv,LOF,0.3782,0.0633,0.2055,0.072
646,skin_benchmark_0162.csv,PCA,0.2963,0.0406,0.2055,0.014
647,skin_benchmark_0162.csv,LODA,0.3073,0.0593,0.2055,0.142
648,skin_benchmark_0163.csv,KNN,0.5335,0.0678,0.204,0.05
649,skin_benchmark_0163.csv,LOF,0.3912,0.076,0.204,0.084
650,skin_benchmark_0163.csv,PCA,0.274,0.0221,0.204,0.01
651,skin_benchmark_0163.csv,LODA,0.3034,0.03,0.204,0.1295
652,skin_benchmark_0164.csv,KNN,0.5282,0.0811,0.21566666666666667,0.052
653,skin_benchmark_0164.csv,LOF,0.397,0.0943,0.21566666666666667,0.071
654,skin_benchmark_0164.csv,PCA,0.267,0.0278,0.21566666666666667,0.014
655,skin_benchmark_0164.csv,LODA,0.2708,0.0279,0.21566666666666667,0.133
656,skin_benchmark_0165.csv,KNN,0.5335,0.0853,0.20916666666666667,0.052
657,skin_benchmark_0165.csv,LOF,0.4071,0.0948,0.20916666666666667,0.087
658,skin_benchmark_0165.csv,PCA,0.2765,0.0279,0.20916666666666667,0.014
659,skin_benchmark_0165.csv,LODA,0.3143,0.0335,0.20916666666666667,0.1545
660,skin_benchmark_0166.csv,KNN,0.524,0.077,0.20566666666666666,0.078
661,skin_benchmark_0166.csv,LOF,0.3831,0.0697,0.20566666666666666,0.134
662,skin_benchmark_0166.csv,PCA,0.3202,0.0421,0.20566666666666666,0.014
663,skin_benchmark_0166.csv,LODA,0.4195,0.0827,0.20566666666666666,0.122
664,skin_benchmark_0167.csv,KNN,0.5385,0.0709,0.195,0.067
665,skin_benchmark_0167.csv,LOF,0.3775,0.0504,0.195,0.127
666,skin_benchmark_0167.csv,PCA,0.3159,0.0513,0.195,0.013
667,skin_benchmark_0167.csv,LODA,0.4149,0.0709,0.195,0.142
668,skin_benchmark_0168.csv,KNN,0.5081,0.0734,0.22033333333333333,0.106
669,skin_benchmark_0168.csv,LOF,0.3739,0.0772,0.22033333333333333,0.159
